Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,collected_by,Genotype,HOST,host_tissue_sampled,SAMPLE_TYPE,AssemblyName,env_broad_scale,env_local_scale,env_medium,Isolation_source,REPLICATE
SRR13215979,WGA,293,2624679871,PRJNA482776,SAMN17026246,MISAG.human-associated,566151482,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9649028,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc25_S135_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:05:00Z,1,VHX283_T1_sc25_S135_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc25
SRR13215980,WGA,293,2299823362,PRJNA482776,SAMN17026245,MISAG.human-associated,501470675,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"bam,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9649027,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc24_S134_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX283_T1_sc24_S134_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc24
SRR13215981,WGA,291,2507364423,PRJNA482776,SAMN17026110,MISAG.human-associated,607234973,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-13,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9649026,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,DMA004,16.71 N 98.57 E,DMA004_T1_sc15_S54_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:05:00Z,1,DMA004_T1_sc15_S54_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc15
SRR13215982,WGA,288,1457739142,PRJNA482776,SAMN17026244,MISAG.human-associated,334283860,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9649025,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc23_S133_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX283_T1_sc23_S133_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc23
SRR13215983,WGA,293,1548932646,PRJNA482776,SAMN17026243,MISAG.human-associated,329995647,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9649024,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc22_S132_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX283_T1_sc22_S132_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc22
SRR13215984,WGA,293,625200,PRJNA482776,SAMN17026242,MISAG.human-associated,7611683,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9649023,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc21_S131_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX283_T1_sc21_S131_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc21
SRR13215985,WGA,293,1884209493,PRJNA482776,SAMN17026241,MISAG.human-associated,412734212,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9649022,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc20_S130_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX283_T1_sc20_S130_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc20
SRR13215986,WGA,291,2809509533,PRJNA482776,SAMN17026240,MISAG.human-associated,629780465,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"sra,run.zq,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9649021,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc19_S129_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:06:00Z,1,VHX283_T1_sc19_S129_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc19
SRR13215987,WGA,293,2151261347,PRJNA482776,SAMN17026239,MISAG.human-associated,482549180,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9649020,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc18_S128_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX283_T1_sc18_S128_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc18
SRR13215988,WGA,293,1652333816,PRJNA482776,SAMN17026238,MISAG.human-associated,375859061,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9649019,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc16_S127_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX283_T1_sc16_S127_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc16
SRR13215989,WGA,287,575470497,PRJNA482776,SAMN17026237,MISAG.human-associated,156307228,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9649018,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc15_S126_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX283_T1_sc15_S126_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc15
SRR13215990,WGA,290,1993547446,PRJNA482776,SAMN17026236,MISAG.human-associated,429680091,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-11-16,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9649017,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX283,16.71 N 98.57 E,VHX283_T1_sc14_S125_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX283_T1_sc14_S125_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc14
SRR13215991,WGA,290,1826925000,PRJNA482776,SAMN17026185,MISAG.human-associated,664185849,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"run.zq,bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9649016,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc41_S124_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX220_T2_sc41_S124_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc41
SRR13215992,WGA,292,1215073001,PRJNA482776,SAMN17026104,MISAG.human-associated,279710225,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-13,public,"sra,bam,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9649015,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,DMA004,16.71 N 98.57 E,DMA004_T1_sc08_S48_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,DMA004_T1_sc08_S48_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc08
SRR13215993,WGA,299,228183000,PRJNA482776,SAMN17026184,MISAG.human-associated,93019345,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9649014,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc40_S123_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T2_sc40_S123_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc40
SRR13215994,WGA,176,481574053,PRJNA482776,SAMN17026183,MISAG.human-associated,321609058,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"bam,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9649013,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc39_S21,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX220_T2_sc39_S21,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc39
SRR13215995,WGA,289,3103823100,PRJNA482776,SAMN17026182,MISAG.human-associated,1115314132,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9649012,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc38_S122_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX220_T2_sc38_S122_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc38
SRR13215996,WGA,187,611845144,PRJNA482776,SAMN17026181,MISAG.human-associated,312027321,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"bam,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9649011,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc36_S20,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX220_T2_sc36_S20,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc36
SRR13215997,WGA,298,195594300,PRJNA482776,SAMN17026180,MISAG.human-associated,79586918,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9649010,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc35_S121_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T2_sc35_S121_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc35
SRR13215998,WGA,299,1157261400,PRJNA482776,SAMN17026179,MISAG.human-associated,443296474,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9649009,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc33_S120_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX220_T2_sc33_S120_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc33
SRR13215999,WGA,299,120368100,PRJNA482776,SAMN17026178,MISAG.human-associated,48370917,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"bam,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9649008,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc32_S119_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T2_sc32_S119_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc32
SRR13216000,WGA,299,157398150,PRJNA482776,SAMN17026177,MISAG.human-associated,66652646,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"run.zq,bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9649007,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc31_S118_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T2_sc31_S118_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc31
SRR13216001,WGA,299,598819650,PRJNA482776,SAMN17026176,MISAG.human-associated,223523228,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9649006,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc30_S117_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T2_sc30_S117_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc30
SRR13216002,WGA,295,835131900,PRJNA482776,SAMN17026175,MISAG.human-associated,306434596,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"sra,bam,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9649005,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_sc29_S116_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX220_T2_sc29_S116_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc29
SRR13216003,WGA,292,1467818191,PRJNA482776,SAMN17026103,MISAG.human-associated,325627805,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-13,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9649004,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,DMA004,16.71 N 98.57 E,DMA004_T1_sc07_S47_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,DMA004_T1_sc07_S47_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc07
SRR13216004,WGA,160,1858726951,PRJNA482776,SAMN17026174,MISAG.human-associated,869651815,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-21,public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9649003,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T2_RBC_S22,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX220_T2_RBC_S22,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,RBC
SRR13216005,WGA,293,2495688231,PRJNA482776,SAMN17026173,MISAG.human-associated,542262193,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"bam,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9649002,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc27_S114_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:05:00Z,1,VHX220_T1_sc27_S114_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc27
SRR13216006,WGA,292,2970867396,PRJNA482776,SAMN17026172,MISAG.human-associated,665444453,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9649001,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc26_S113_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:05:00Z,1,VHX220_T1_sc26_S113_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc26
SRR13216007,WGA,294,1191797440,PRJNA482776,SAMN17026171,MISAG.human-associated,261347072,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"sra,bam,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9649000,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc25_S112_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX220_T1_sc25_S112_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc25
SRR13216008,WGA,293,1986750218,PRJNA482776,SAMN17026170,MISAG.human-associated,433385027,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9648999,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc24_S111_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX220_T1_sc24_S111_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc24
SRR13216009,WGA,293,1545352142,PRJNA482776,SAMN17026169,MISAG.human-associated,368517297,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"run.zq,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9648998,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc23_S110_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX220_T1_sc23_S110_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc23
SRR13216010,WGA,292,2720157759,PRJNA482776,SAMN17026168,MISAG.human-associated,648760588,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9648997,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc21_S109_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:06:00Z,1,VHX220_T1_sc21_S109_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc21
SRR13216011,WGA,293,2075648957,PRJNA482776,SAMN17026167,MISAG.human-associated,458330819,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"sra,bam,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9648996,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc20_S108_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:05:00Z,1,VHX220_T1_sc20_S108_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc20
SRR13216012,WGA,296,352650,PRJNA482776,SAMN17026166,MISAG.human-associated,7587329,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9648995,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc19_S107_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:01:00Z,1,VHX220_T1_sc19_S107_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc19
SRR13216013,WGA,294,1748415681,PRJNA482776,SAMN17026165,MISAG.human-associated,368091858,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-08-19,public,"bam,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9648994,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX220,16.71 N 98.57 E,VHX220_T1_sc18_S106_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX220_T1_sc18_S106_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,MKT,sc18
SRR13216014,WGA,293,1961789362,PRJNA482776,SAMN17026102,MISAG.human-associated,419346374,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-10-13,public,"bam,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9648993,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,DMA004,16.71 N 98.57 E,DMA004_T1_sc06_S46_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,DMA004_T1_sc06_S46_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc06
SRR13216015,WGA,292,1493313212,PRJNA482776,SAMN17026408,MISAG.human-associated,335744831,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2011-07-06,public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9648992,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX542,16.71 N 98.57 E,VHX542_T1_sc06_S46_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:04:00Z,1,VHX542_T1_sc06_S46_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Maela,sc06
SRR13216016,WGA,291,1527801338,PRJNA482776,SAMN17026407,MISAG.human-associated,407330671,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2011-07-06,public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9648991,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX542,16.71 N 98.57 E,VHX542_T1_sc05_S45_L002,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX542_T1_sc05_S45_L002,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Maela,sc05
SRR13216017,WGA,194,951891351,PRJNA482776,SAMN17026406,MISAG.human-associated,452681848,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2011-07-06,public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9648990,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX542,16.71 N 98.57 E,VHX542_T1_sc02_S52,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:03:00Z,1,VHX542_T1_sc02_S52,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Maela,sc02
SRR13216018,WGA,194,815205624,PRJNA482776,SAMN17026405,MISAG.human-associated,389428967,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2011-07-06,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9648989,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,VHX542,16.71 N 98.57 E,VHX542_T1_sc01_S51,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:02:00Z,1,VHX542_T1_sc01_S51,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Maela,sc01
SRR13216019,WGA,290,2662748030,PRJNA482776,SAMN17026126,MISAG.human-associated,628235771,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2010-09-14,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9648988,Thailand,Asia,Thailand: Mae Sot,Illumina HiSeq 2000,DMA004,16.71 N 98.57 E,DMA004_T2_sc04_S66_L001,PAIRED,RANDOM,GENOMIC,Plasmodium vivax,ILLUMINA,2020-12-18T00:00:00Z,2020-12-18T18:07:00Z,1,DMA004_T2_sc04_S66_L001,SRP155167,,,,,,assembly,Malaria infected human,Blood stream,Blood,Wangpa,sc04
